date,Lunch ,Dinner ,Total
Sat 7 Aug 21,5.452,8.683,14.134
Sun 8 Aug 21,4.624,8.351,12.975
Mon 9 Aug 21,3.571,8.823,12.395
Tue 10 Aug 21,2.247,8.699,10.946
Wed 11 Aug 21,3.665,9.308,12.973
Thu 12 Aug 21,3.617,9.783,13.4
Fri 13 Aug 21,2.942,11.98,14.922
Sat 14 Aug 21,6.043,13.176,19.218
Sun 15 Aug 21,5.712,10.984,16.696
Mon 16 Aug 21,2.779,9.746,12.525
Tue 17 Aug 21,2.593,7.553,10.146
Wed 18 Aug 21,2.987,9.001,12.0
Thu 19 Aug 21,3.593,7.678,11.271
Fri 20 Aug 21,4.062,9.407,13.469
Sat 21 Aug 21,6.004,11.966,18.036
Sun 22 Aug 21,4.891,10.287,15.178
Mon 23 Aug 21,4.177,9.275,13.452
Tue 24 Aug 21,2.338,6.899,9.237
Wed 25 Aug 21,3.756,8.848,12.603
Thu 26 Aug 21,3.466,8.961,12.427
Fri 27 Aug 21,3.753,10.801,14.554
Sat 28 Aug 21,6.223,11.334,17.557
Sun 29 Aug 21,4.953,7.678,12.631
Mon 30 Aug 21,3.584,8.367,11.951
Tue 31 Aug 21,2.961,7.056,10.017
Wed 1 Sept 21,2.04,9.755,11.795
Thu 2 Sept 21,2.539,8.357,10.896
Fri 3 Sept 21,4.038,11.84,15.878
Sat 4 Sept 21,6.334,14.351,20.685
Sun 5 Sept 21,6.744,9.87,16.614
Mon 6 Sept 21,2.782,7.572,10.354
Tue 7 Sept 21,3.932,8.968,12.9
Wed 8 Sept 21,2.387,8.362,10.75
Thu 9 Sept 21,3.502,7.276,10.777
Fri 10 Sept 21,4.589,9.012,13.601
Sat 11 Sept 21,5.693,9.348,15.049
Sun 12 Sept 21,4.421,8.636,13.057
Mon 13 Sept 21,2.188,8.097,10.286
Tue 14 Sept 21,3.331,7.157,10.488
Wed 15 Sept 21,2.491,6.652,9.143
Thu 16 Sept 21,2.536,8.249,10.828
Fri 17 Sept 21,2.87,11.608,14.479
Sat 18 Sept 21,7.23,11.95,19.18
Sun 19 Sept 21,6.968,7.652,14.643
Mon 20 Sept 21,4.057,9.769,13.827
Tue 21 Sept 21,2.791,10.923,13.714
Wed 22 Sept 21,2.527,10.326,12.854
Thu 23 Sept 21,2.049,8.364,10.413
Fri 24 Sept 21,3.994,12.764,16.757
Sat 25 Sept 21,7.934,13.7,21.634
Sun 26 Sept 21,7.456,9.825,17.281
Mon 27 Sept 21,4.444,8.362,12.806
Tue 28 Sept 21,3.842,9.893,13.735
Wed 29 Sept 21,3.386,8.546,11.933
Thu 30 Sept 21,2.06,5.947,8.008
Fri 1 Oct 21,742.0,0.0,742.0
Sat 2 Oct 21,5.719,12.066,17.785
Sun 3 Oct 21,5.363,9.827,15.19
Mon 4 Oct 21,2.477,8.02,10.497
Tue 5 Oct 21,2.666,6.431,9.097
Wed 6 Oct 21,2.373,8.372,10.745
Thu 7 Oct 21,3.611,8.679,12.291
Fri 8 Oct 21,3.926,11.494,15.419
Sat 9 Oct 21,6.368,12.704,19.073
Sun 10 Oct 21,5.083,9.728,14.81
Mon 11 Oct 21,3.202,8.052,11.254
Tue 12 Oct 21,2.62,7.626,10.246
Wed 13 Oct 21,3.424,7.528,10.952
Thu 14 Oct 21,4.832,9.628,14.46
Fri 15 Oct 21,5.958,10.594,16.552
Sat 16 Oct 21,7.599,12.528,20.128
Sun 17 Oct 21,6.153,9.365,15.518
Mon 18 Oct 21,4.444,9.098,13.542
Tue 19 Oct 21,3.008,9.661,12.669
Wed 20 Oct 21,2.068,8.48,10.548
Thu 21 Oct 21,2.879,8.105,10.984
Fri 22 Oct 21,4.364,11.498,15.863
Sat 23 Oct 21,5.434,12.701,18.135
Sun 24 Oct 21,7.028,10.609,17.637
Mon 25 Oct 21,3.385,9.532,12.917
Tue 26 Oct 21,3.899,7.595,11.493
Wed 27 Oct 21,3.337,8.724,12.061
Thu 28 Oct 21,3.128,9.239,12.367
Fri 29 Oct 21,5.461,12.128,17.589
Sat 30 Oct 21,7.78,12.816,20.596
Sun 31 Oct 21,5.976,9.348,15.324
Mon 1 Nov 21,4.68,9.484,14.164
Tue 2 Nov 21,4.136,6.93,11.066
Wed 3 Nov 21,3.621,9.544,13.165
Thu 4 Nov 21,4.427,11.051,15.478
Fri 5 Nov 21,6.069,10.819,16.888
Sat 6 Nov 21,5.9,12.185,18.085
Sun 7 Nov 21,4.567,8.622,13.188
Mon 8 Nov 21,3.729,7.878,11.606
Tue 9 Nov 21,2.685,9.073,11.758
Wed 10 Nov 21,2.18,8.055,10.235
Thu 11 Nov 21,4.351,10.967,15.343
Fri 12 Nov 21,5.907,12.635,18.543
Sat 13 Nov 21,7.137,7.376,14.513
Sun 14 Nov 21,7.176,5.352,12.528
Mon 15 Nov 21,4.416,6.811,11.227
Tue 16 Nov 21,2.486,5.503,7.989
Wed 17 Nov 21,2.775,5.711,8.486
Thu 18 Nov 21,2.7,6.641,9.345
Fri 19 Nov 21,3.143,7.731,10.874
Sat 20 Nov 21,5.275,9.67,14.945
Sun 21 Nov 21,5.468,6.122,11.59
Mon 22 Nov 21,3.629,4.837,8.467
Tue 23 Nov 21,1.895,5.984,7.879
Wed 24 Nov 21,2.147,5.105,7.251
Thu 25 Nov 21,2.894,5.094,7.988
Fri 26 Nov 21,3.889,5.829,9.718
Sat 27 Nov 21,5.287,7.964,13.25
Sun 28 Nov 21,7.624,487.0,8.111
Mon 29 Nov 21,5.288,42.0,5.33
Tue 30 Nov 21,3.265,77.0,3.517
Wed 1 Dec 21,4.722,546.0,5.268
Thu 2 Dec 21,2.47,189.0,2.659
Fri 3 Dec 21,3.631,434.0,4.208
Sat 4 Dec 21,7.23,597.0,8.009
Sun 5 Dec 21,6.02,690.0,6.877
Mon 6 Dec 21,2.432,142.0,2.649
Tue 7 Dec 21,4.576,294.0,5.094
Wed 8 Dec 21,3.232,148.0,3.38
Thu 9 Dec 21,3.016,142.0,3.158
Fri 10 Dec 21,3.741,276.0,4.032
Sat 11 Dec 21,8.867,663.0,9.684
Sun 12 Dec 21,6.545,592.0,7.457
Mon 13 Dec 21,2.928,207.0,3.406
Tue 14 Dec 21,2.913,355.0,3.375
Wed 15 Dec 21,2.515,221.0,2.85
Thu 16 Dec 21,4.367,296.0,4.85
Fri 17 Dec 21,4.908,350.0,5.345
Sat 18 Dec 21,9.17,745.0,10.362
Sun 19 Dec 21,0.0,0.0,0.0
Mon 20 Dec 21,0.0,0.0,0.0
Tue 21 Dec 21,0.0,0.0,0.0
Wed 22 Dec 21,0.0,0.0,0.0
Thu 23 Dec 21,0.0,0.0,0.0
Fri 24 Dec 21,0.0,0.0,0.0
Sat 25 Dec 21,0.0,0.0,0.0
Sun 26 Dec 21,0.0,0.0,0.0
Mon 27 Dec 21,0.0,0.0,0.0
Tue 28 Dec 21,0.0,0.0,39.0
Wed 29 Dec 21,0.0,0.0,0.0
Thu 30 Dec 21,0.0,0.0,0.0
Fri 31 Dec 21,0.0,0.0,0.0
Sat 1 Jan 22,0.0,0.0,0.0
Sun 2 Jan 22,0.0,0.0,0.0
Mon 3 Jan 22,-25.0,0.0,-25.0
Tue 4 Jan 22,0.0,0.0,0.0
Wed 5 Jan 22,0.0,0.0,0.0
Thu 6 Jan 22,0.0,0.0,0.0
Fri 7 Jan 22,0.0,0.0,0.0
Sat 8 Jan 22,0.0,0.0,0.0
Sun 9 Jan 22,0.0,0.0,0.0
Mon 10 Jan 22,0.0,0.0,0.0
Tue 11 Jan 22,0.0,0.0,0.0
Wed 12 Jan 22,0.0,0.0,0.0
Thu 13 Jan 22,0.0,0.0,0.0
Fri 14 Jan 22,0.0,0.0,0.0
Sat 15 Jan 22,0.0,0.0,0.0
Sun 16 Jan 22,0.0,0.0,0.0
Mon 17 Jan 22,0.0,0.0,0.0
Tue 18 Jan 22,0.0,0.0,0.0
Wed 19 Jan 22,0.0,0.0,0.0
Thu 20 Jan 22,0.0,0.0,0.0
Fri 21 Jan 22,0.0,0.0,0.0
Sat 22 Jan 22,0.0,0.0,0.0
Sun 23 Jan 22,0.0,0.0,0.0
Mon 24 Jan 22,0.0,0.0,0.0
Tue 25 Jan 22,0.0,0.0,0.0
Wed 26 Jan 22,1.559,7.528,9.087
Thu 27 Jan 22,1.444,6.274,7.718
Fri 28 Jan 22,3.146,9.591,12.737
Sat 29 Jan 22,6.629,9.657,16.286
Sun 30 Jan 22,5.804,7.278,13.081
Mon 31 Jan 22,786.0,3.187,3.973
Tue 1 Feb 22,2.062,5.824,7.885
Wed 2 Feb 22,1.487,4.936,6.424
Thu 3 Feb 22,1.427,6.222,7.65
Fri 4 Feb 22,2.765,7.699,10.464
Sat 5 Feb 22,5.832,9.711,15.543
Sun 6 Feb 22,2.535,4.961,7.496
Mon 7 Feb 22,2.064,4.113,6.177
Tue 8 Feb 22,2.035,6.084,8.118
Wed 9 Feb 22,1.563,3.81,5.373
Thu 10 Feb 22,1.313,5.271,6.584
Fri 11 Feb 22,2.801,9.795,12.596
Sat 12 Feb 22,8.354,12.243,20.597
Sun 13 Feb 22,5.675,8.279,13.954
Mon 14 Feb 22,3.823,11.078,14.9
Tue 15 Feb 22,2.366,6.349,8.715
Wed 16 Feb 22,1.968,4.92,6.888
Thu 17 Feb 22,2.412,7.587,9.999
Fri 18 Feb 22,1.633,4.541,6.292
Sat 19 Feb 22,7.066,11.106,18.172
Sun 20 Feb 22,3.632,6.258,9.959
Mon 21 Feb 22,1.952,4.324,6.276
Tue 22 Feb 22,1.168,6.476,7.644
Wed 23 Feb 22,3.538,7.268,10.806
Thu 24 Feb 22,2.278,7.051,9.329
Fri 25 Feb 22,2.94,10.47,13.41
Sat 26 Feb 22,7.787,12.576,20.368
Sun 27 Feb 22,7.032,8.295,15.327
Mon 28 Feb 22,3.47,8.489,11.959
Tue 1 Mar 22,2.601,9.49,12.092
Wed 2 Mar 22,1.967,8.045,10.013
Thu 3 Mar 22,2.171,9.001,11.172
Fri 4 Mar 22,3.743,10.432,14.175
Sat 5 Mar 22,8.034,13.147,21.181
Sun 6 Mar 22,6.197,10.472,16.669
Mon 7 Mar 22,2.694,6.281,8.974
Tue 8 Mar 22,2.836,9.396,12.231
Wed 9 Mar 22,0.0,0.0,0.0
Thu 10 Mar 22,2.169,9.666,11.835
Fri 11 Mar 22,4.01,10.17,14.18
Sat 12 Mar 22,7.321,12.679,20.001
Sun 13 Mar 22,5.718,8.924,14.642
Mon 14 Mar 22,3.316,7.858,11.174
Tue 15 Mar 22,2.934,8.368,11.301
Wed 16 Mar 22,2.06,8.207,10.267
Thu 17 Mar 22,2.537,9.299,11.845
Fri 18 Mar 22,3.316,12.278,15.723
Sat 19 Mar 22,6.746,12.604,19.35
Sun 20 Mar 22,6.705,9.153,15.858
Mon 21 Mar 22,3.552,9.907,13.459
Tue 22 Mar 22,4.191,9.546,13.738
Wed 23 Mar 22,2.987,10.716,13.703
Thu 24 Mar 22,3.627,10.577,14.204
Fri 25 Mar 22,4.93,14.147,19.077
Sat 26 Mar 22,9.42,15.94,25.359
Sun 27 Mar 22,6.176,12.106,18.282
Mon 28 Mar 22,3.027,12.52,15.546
Tue 29 Mar 22,3.872,12.382,16.254
Wed 30 Mar 22,4.55,11.392,15.942
Thu 31 Mar 22,2.755,10.66,13.414
Fri 1 Apr 22,6.115,11.248,17.363
Sat 2 Apr 22,8.887,15.762,24.649
Sun 3 Apr 22,6.706,12.135,18.841
Mon 4 Apr 22,3.231,11.524,14.755
Tue 5 Apr 22,3.224,11.38,14.604
Wed 6 Apr 22,3.418,11.996,15.415
Thu 7 Apr 22,3.9,11.943,15.843
Fri 8 Apr 22,5.738,11.44,17.177
Sat 9 Apr 22,9.213,14.934,24.147
Sun 10 Apr 22,7.962,12.71,20.684
Mon 11 Apr 22,5.649,13.211,18.859
Tue 12 Apr 22,4.986,14.513,19.499
Wed 13 Apr 22,5.44,13.978,19.419
Thu 14 Apr 22,5.54,13.529,19.069
Fri 15 Apr 22,8.809,14.892,23.7
Sat 16 Apr 22,9.979,15.337,25.315
Sun 17 Apr 22,10.695,13.912,24.611
Mon 18 Apr 22,10.881,13.446,24.326
Tue 19 Apr 22,7.858,13.516,21.374
Wed 20 Apr 22,3.971,14.16,18.13
Thu 21 Apr 22,5.495,12.935,18.43
Fri 22 Apr 22,5.645,16.01,21.655
Sat 23 Apr 22,10.331,14.313,24.644
Sun 24 Apr 22,7.229,12.675,19.904
Mon 25 Apr 22,7.026,12.442,19.468
Tue 26 Apr 22,6.096,10.64,16.736
Wed 27 Apr 22,5.759,10.34,16.099
Thu 28 Apr 22,4.116,10.645,14.761
Fri 29 Apr 22,6.861,12.081,18.942
Sat 30 Apr 22,9.597,15.237,24.834
Sun 1 May 22,8.6,13.602,22.201
Mon 2 May 22,5.078,12.289,17.367
Tue 3 May 22,7.125,11.751,18.877
Wed 4 May 22,6.955,12.613,19.568
Thu 5 May 22,5.127,14.596,19.722
Fri 6 May 22,4.144,15.18,19.323
Sat 7 May 22,8.769,16.469,25.238
Sun 8 May 22,6.969,10.797,17.765
Mon 9 May 22,4.104,13.847,17.951
Tue 10 May 22,3.446,13.294,16.739
Wed 11 May 22,4.34,9.464,13.804
Thu 12 May 22,3.778,12.396,16.174
Fri 13 May 22,6.891,13.426,20.317
Sat 14 May 22,9.433,13.649,23.083
Sun 15 May 22,8.96,10.303,19.263
Mon 16 May 22,5.887,12.899,18.787
Tue 17 May 22,3.738,13.622,17.359
Wed 18 May 22,5.295,10.519,15.814
Thu 19 May 22,4.022,12.429,16.451
Fri 20 May 22,4.711,11.494,16.205
Sat 21 May 22,9.258,15.53,24.787
Sun 22 May 22,9.215,13.858,23.074
Mon 23 May 22,4.626,11.491,16.117
Tue 24 May 22,3.756,10.429,14.185
Wed 25 May 22,4.094,9.895,13.989
Thu 26 May 22,7.679,12.99,20.669
Fri 27 May 22,8.042,15.374,23.416
Sat 28 May 22,9.805,15.623,25.428
Sun 29 May 22,7.273,12.271,19.545
Mon 30 May 22,5.354,12.692,18.046
Tue 31 May 22,5.611,12.901,18.511
Wed 1 Jun 22,4.322,11.897,16.219
Thu 2 Jun 22,6.503,13.397,19.9
Fri 3 Jun 22,5.873,15.464,21.337
Sat 4 Jun 22,9.58,15.425,25.005
Sun 5 Jun 22,9.439,14.17,23.609
Mon 6 Jun 22,8.103,14.927,23.03
Tue 7 Jun 22,4.339,13.277,17.616
Wed 8 Jun 22,4.88,12.063,16.944
Thu 9 Jun 22,3.56,11.777,15.337
Fri 10 Jun 22,5.37,13.238,18.608
Sat 11 Jun 22,7.291,16.477,23.768
Sun 12 Jun 22,8.789,12.557,21.346
Mon 13 Jun 22,5.969,14.776,20.745
Tue 14 Jun 22,6.783,13.146,19.93
Wed 15 Jun 22,4.793,15.319,20.112
Thu 16 Jun 22,4.865,13.512,18.377
Fri 17 Jun 22,6.139,14.41,20.549
Sat 18 Jun 22,8.111,16.243,24.354
Sun 19 Jun 22,8.197,12.013,20.21
Mon 20 Jun 22,4.811,13.214,18.024
Tue 21 Jun 22,4.209,13.965,18.174
Wed 22 Jun 22,4.488,14.316,18.804
Thu 23 Jun 22,5.774,13.332,19.107
Fri 24 Jun 22,4.106,13.321,17.427
Sat 25 Jun 22,7.407,14.339,21.746
Sun 26 Jun 22,7.766,15.609,23.375
Mon 27 Jun 22,5.484,11.968,17.451
Tue 28 Jun 22,6.049,14.61,20.66
Wed 29 Jun 22,6.617,13.063,19.68
Thu 30 Jun 22,6.031,10.988,17.019
Fri 1 Jul 22,5.203,16.207,21.437
Sat 2 Jul 22,8.838,17.171,26.009
Sun 3 Jul 22,8.764,15.801,24.565
Mon 4 Jul 22,5.052,15.09,20.143
Tue 5 Jul 22,5.785,14.552,20.337
Wed 6 Jul 22,5.663,12.762,18.424
Thu 7 Jul 22,5.467,12.783,18.25
Fri 8 Jul 22,4.353,16.449,20.802
Sat 9 Jul 22,7.334,16.796,24.13
Sun 10 Jul 22,7.342,12.595,19.937
Mon 11 Jul 22,6.349,15.61,21.96
Tue 12 Jul 22,6.705,12.7,19.405
Wed 13 Jul 22,5.409,13.294,18.703
Thu 14 Jul 22,5.903,12.679,18.582
Fri 15 Jul 22,5.27,15.769,21.038
Sat 16 Jul 22,8.144,17.492,25.636
Sun 17 Jul 22,9.182,16.832,26.014
Mon 18 Jul 22,6.144,13.197,19.34
Tue 19 Jul 22,6.01,14.199,20.209
Wed 20 Jul 22,4.564,14.194,18.757
Thu 21 Jul 22,4.39,13.158,17.548
Fri 22 Jul 22,5.923,16.426,22.349
Sat 23 Jul 22,7.915,16.848,24.763
Sun 24 Jul 22,7.599,15.376,22.976
Mon 25 Jul 22,5.476,17.558,23.034
Tue 26 Jul 22,4.623,14.629,19.253
Wed 27 Jul 22,6.473,15.268,21.747
Thu 28 Jul 22,5.129,14.044,19.173
Fri 29 Jul 22,6.165,16.11,22.275
Sat 30 Jul 22,7.621,19.047,26.668
Sun 31 Jul 22,5.902,14.262,20.164
Mon 1 Aug 22,7.51,16.696,24.205
Tue 2 Aug 22,5.834,14.622,20.457
Wed 3 Aug 22,5.72,13.901,19.621
Thu 4 Aug 22,6.639,14.102,20.742
Fri 5 Aug 22,6.953,15.147,22.1
Sat 6 Aug 22,7.625,16.731,24.356
Sun 7 Aug 22,7.721,15.704,23.425
Mon 8 Aug 22,6.47,12.779,19.249
Tue 9 Aug 22,6.651,13.906,20.557
Wed 10 Aug 22,5.213,15.931,21.144
Thu 11 Aug 22,4.856,17.408,22.297
Fri 12 Aug 22,7.242,17.667,24.908
Sat 13 Aug 22,7.042,13.713,20.755
Sun 14 Aug 22,7.595,12.613,20.208
Mon 15 Aug 22,6.452,11.805,18.257
Tue 16 Aug 22,8.002,17.346,25.356
Wed 17 Aug 22,4.744,13.584,18.33
Thu 18 Aug 22,5.314,18.126,23.44
Fri 19 Aug 22,7.635,18.574,26.209
Sat 20 Aug 22,8.408,16.177,24.626
Sun 21 Aug 22,6.125,15.562,21.687
Mon 22 Aug 22,5.735,15.459,21.195
Tue 23 Aug 22,5.038,14.338,19.377
Wed 24 Aug 22,6.295,13.049,19.344
Thu 25 Aug 22,4.878,13.3,18.178
Fri 26 Aug 22,5.887,15.489,21.377
Sat 27 Aug 22,8.331,13.423,21.754
Sun 28 Aug 22,9.6,13.22,22.82
Mon 29 Aug 22,4.735,13.485,18.219
Tue 30 Aug 22,4.469,13.367,17.864
Wed 31 Aug 22,3.605,12.737,16.343
Thu 1 Sept 22,3.795,16.741,20.584
Fri 2 Sept 22,7.478,15.791,23.339
Sat 3 Sept 22,7.948,16.118,24.066
Sun 4 Sept 22,7.73,16.986,24.716
Mon 5 Sept 22,5.148,15.838,20.986
Tue 6 Sept 22,5.185,15.991,21.229
Wed 7 Sept 22,5.487,15.924,21.411
Thu 8 Sept 22,5.762,14.336,20.105
Fri 9 Sept 22,4.461,16.288,20.749
Sat 10 Sept 22,7.758,16.832,24.591
Sun 11 Sept 22,9.302,17.076,26.377
Mon 12 Sept 22,5.257,18.021,23.278
Tue 13 Sept 22,4.572,13.381,17.953
Wed 14 Sept 22,4.602,13.043,17.649
Thu 15 Sept 22,4.367,13.716,18.083
Fri 16 Sept 22,3.875,15.978,19.853
Sat 17 Sept 22,8.021,15.794,23.815
Sun 18 Sept 22,8.532,13.907,22.439
Mon 19 Sept 22,4.5,13.138,17.638
Tue 20 Sept 22,3.497,12.166,15.663
Wed 21 Sept 22,2.793,13.347,16.14
Thu 22 Sept 22,4.785,13.569,18.419
Fri 23 Sept 22,4.854,15.22,20.075
Sat 24 Sept 22,7.091,16.608,23.699
Sun 25 Sept 22,9.828,16.387,26.216
Mon 26 Sept 22,2.859,12.679,15.537
Tue 27 Sept 22,4.301,12.69,16.991
Wed 28 Sept 22,3.691,13.308,16.999
Thu 29 Sept 22,4.268,13.106,17.379
Fri 30 Sept 22,6.319,14.891,21.209
Sat 1 Oct 22,7.414,14.86,22.316
Sun 2 Oct 22,10.355,17.744,28.098
Mon 3 Oct 22,7.565,14.937,22.502
Tue 4 Oct 22,4.586,12.546,17.132
Wed 5 Oct 22,3.323,12.371,15.694
Thu 6 Oct 22,4.114,13.999,18.114
Fri 7 Oct 22,5.437,16.527,21.965
Sat 8 Oct 22,8.503,18.518,27.02
Sun 9 Oct 22,7.723,16.201,23.924
Mon 10 Oct 22,4.28,14.258,18.538
Tue 11 Oct 22,5.294,11.72,17.022
Wed 12 Oct 22,3.956,12.961,16.918
Thu 13 Oct 22,3.559,14.572,18.13
Fri 14 Oct 22,4.799,15.621,20.42
Sat 15 Oct 22,9.384,17.519,26.903
Sun 16 Oct 22,9.425,15.584,25.008
Mon 17 Oct 22,3.883,14.625,18.508
Tue 18 Oct 22,5.085,15.935,21.019
Wed 19 Oct 22,4.455,16.176,20.631
Thu 20 Oct 22,6.086,14.865,20.951
Fri 21 Oct 22,7.445,18.358,25.804
Sat 22 Oct 22,9.828,16.858,26.686
Sun 23 Oct 22,10.062,13.301,23.362
Mon 24 Oct 22,7.709,14.493,22.202
Tue 25 Oct 22,5.065,15.26,20.326
Wed 26 Oct 22,5.696,14.695,20.391
Thu 27 Oct 22,6.163,14.178,20.344
Fri 28 Oct 22,6.624,17.538,26.143
Sat 29 Oct 22,9.86,17.841,27.701
Sun 30 Oct 22,11.635,17.66,29.295
Mon 31 Oct 22,8.088,15.949,24.037
Tue 1 Nov 22,7.292,14.462,21.755
Wed 2 Nov 22,4.775,13.091,17.866
Thu 3 Nov 22,4.022,13.036,17.058
Fri 4 Nov 22,5.736,14.846,20.581
Sat 5 Nov 22,10.669,17.593,28.262
Sun 6 Nov 22,8.755,11.318,20.073
Mon 7 Nov 22,4.48,9.808,14.288
Tue 8 Nov 22,2.572,12.063,14.635
Wed 9 Nov 22,2.427,12.351,14.778
Thu 10 Nov 22,3.478,12.76,16.238
Fri 11 Nov 22,7.087,18.274,25.361
Sat 12 Nov 22,10.749,19.817,30.566
Sun 13 Nov 22,10.719,16.472,27.191
Mon 14 Nov 22,4.388,13.793,18.188
Tue 15 Nov 22,6.147,13.588,19.735
Wed 16 Nov 22,4.259,15.273,19.533
Thu 17 Nov 22,3.437,13.326,16.763
Fri 18 Nov 22,6.092,17.885,23.977
Sat 19 Nov 22,10.262,17.723,27.985
Sun 20 Nov 22,8.594,13.937,22.53
Mon 21 Nov 22,4.122,12.753,16.875
Tue 22 Nov 22,4.323,11.63,15.953
Wed 23 Nov 22,3.098,12.344,15.442
Thu 24 Nov 22,3.837,14.481,18.318
Fri 25 Nov 22,6.697,16.55,23.247
Sat 26 Nov 22,8.042,19.588,27.631
Sun 27 Nov 22,8.964,12.06,21.025
Mon 28 Nov 22,3.24,12.184,15.424
Tue 29 Nov 22,3.625,8.984,12.609
Wed 30 Nov 22,4.017,11.342,15.359
Thu 1 Dec 22,4.106,13.636,17.742
Fri 2 Dec 22,6.712,16.98,23.692
Sat 3 Dec 22,9.321,15.785,25.107
Sun 4 Dec 22,8.948,12.966,21.914
Mon 5 Dec 22,4.415,10.788,15.203
Tue 6 Dec 22,3.789,10.502,14.323
Wed 7 Dec 22,2.774,10.904,13.678
Thu 8 Dec 22,4.298,13.577,17.875
Fri 9 Dec 22,6.934,12.033,18.967
Sat 10 Dec 22,9.82,16.274,26.094
Sun 11 Dec 22,6.661,13.979,20.64
Mon 12 Dec 22,5.679,10.822,16.501
Tue 13 Dec 22,2.295,8.014,10.31
Wed 14 Dec 22,3.845,11.315,15.159
Thu 15 Dec 22,2.883,16.826,19.709
Fri 16 Dec 22,4.86,15.275,20.135
Sat 17 Dec 22,7.299,19.037,26.336
Sun 18 Dec 22,6.373,8.729,15.102
Mon 19 Dec 22,4.226,13.458,17.684
Tue 20 Dec 22,4.838,10.498,15.336
Wed 21 Dec 22,3.397,12.802,16.199
Thu 22 Dec 22,4.751,12.194,16.945
Fri 23 Dec 22,3.609,15.601,19.21
Sat 24 Dec 22,6.328,1.991,8.319
Sun 25 Dec 22,10.347,15.437,25.784
Mon 26 Dec 22,9.592,16.572,26.218
Tue 27 Dec 22,8.654,14.947,23.602
Wed 28 Dec 22,8.713,18.317,27.05
Thu 29 Dec 22,9.291,16.533,25.824
Fri 30 Dec 22,9.385,18.759,28.144
Sat 31 Dec 22,9.211,15.255,24.466
Sun 1 Jan 23,8.78,17.537,26.317
Mon 2 Jan 23,5.765,13.399,19.164
Tue 3 Jan 23,7.489,14.075,21.564
Wed 4 Jan 23,5.691,12.907,18.598
Thu 5 Jan 23,4.865,15.135,20.0
Fri 6 Jan 23,5.041,16.794,21.835
Sat 7 Jan 23,8.073,15.746,23.819
Sun 8 Jan 23,5.085,8.879,13.964
Mon 9 Jan 23,3.555,9.601,13.156
Tue 10 Jan 23,1.983,9.7,11.682
Wed 11 Jan 23,3.074,11.267,14.341
Thu 12 Jan 23,2.115,9.118,11.233
Fri 13 Jan 23,3.755,15.255,19.011
Sat 14 Jan 23,5.01,18.369,23.379
Sun 15 Jan 23,5.628,9.335,14.963
Mon 16 Jan 23,2.413,7.357,9.77
Tue 17 Jan 23,2.238,8.994,11.231
Wed 18 Jan 23,2.039,9.123,11.162
Thu 19 Jan 23,3.54,9.604,13.144
Fri 20 Jan 23,4.104,13.517,17.621
Sat 21 Jan 23,8.116,18.239,26.356
Sun 22 Jan 23,7.504,11.124,18.628
Mon 23 Jan 23,3.074,9.608,12.682
Tue 24 Jan 23,2.037,8.821,10.858
Wed 25 Jan 23,3.009,10.575,13.584
Thu 26 Jan 23,3.431,13.56,16.991
Fri 27 Jan 23,6.524,16.63,23.154
Sat 28 Jan 23,10.28,21.206,31.513
Sun 29 Jan 23,5.15,11.566,16.715
Mon 30 Jan 23,3.752,8.491,12.244
Tue 31 Jan 23,2.111,9.756,11.867
Wed 1 Feb 23,2.918,12.453,15.371
Thu 2 Feb 23,3.509,10.101,13.61
Fri 3 Feb 23,4.958,17.76,22.718
Sat 4 Feb 23,6.509,17.13,23.639
Sun 5 Feb 23,8.337,11.903,20.24
Mon 6 Feb 23,3.363,12.113,15.476
Tue 7 Feb 23,3.207,9.528,12.735
Wed 8 Feb 23,2.308,8.704,11.012
Thu 9 Feb 23,3.817,14.626,18.443
Fri 10 Feb 23,4.809,18.618,23.427
Sat 11 Feb 23,8.602,20.692,29.294
Sun 12 Feb 23,6.354,9.655,16.009
Mon 13 Feb 23,3.36,11.584,14.944
Tue 14 Feb 23,5.178,17.967,23.145
Wed 15 Feb 23,3.047,10.643,13.69
Thu 16 Feb 23,4.172,12.622,16.794
Fri 17 Feb 23,5.58,18.654,24.235
Sat 18 Feb 23,7.001,20.454,27.455
Sun 19 Feb 23,7.45,12.098,19.548
Mon 20 Feb 23,4.554,11.753,16.307
Tue 21 Feb 23,5.168,11.253,16.421
Wed 22 Feb 23,4.607,11.661,16.267
Thu 23 Feb 23,2.987,15.808,18.795
Fri 24 Feb 23,5.504,18.234,23.738
Sat 25 Feb 23,10.691,21.722,32.412
Sun 26 Feb 23,7.197,12.749,19.946
Mon 27 Feb 23,3.932,11.636,15.568
Tue 28 Feb 23,2.789,12.052,14.841
Wed 1 Mar 23,4.966,10.268,15.234
Thu 2 Mar 23,5.14,12.609,17.749
Fri 3 Mar 23,7.096,18.253,25.349
Sat 4 Mar 23,10.362,18.551,28.919
Sun 5 Mar 23,9.091,12.461,21.552
Mon 6 Mar 23,3.265,9.291,12.556
Tue 7 Mar 23,2.905,10.144,13.05
Wed 8 Mar 23,4.041,9.688,13.728
Thu 9 Mar 23,3.32,13.93,17.25
Fri 10 Mar 23,4.435,17.258,21.693
Sat 11 Mar 23,8.685,22.731,31.416
Sun 12 Mar 23,8.913,14.777,23.691
Mon 13 Mar 23,0.0,0.0,0.0
Tue 14 Mar 23,0.0,9.251,9.251
